Date_Time,User,Author,Tweet_text,Likes,Retweets
07-07-2022 19:30,Microsoft,Microsoft,"RT @MSEurope: Nearly 35% of Ireland’s electricity is generated from 400 wind farms. 

Here’s how, in partnership with @EnelXGlobal and @eat…",0,27
07-07-2022 18:00,Microsoft,Microsoft,How it started ➡️ How it’s going https://t.co/XieVfPtjHc,1803,190
07-07-2022 16:27,Microsoft,Microsoft,"Hi, hello, and curious. All words ASL signers use to wake up their personal assistant devices. 

How this knowledge will drive innovation in technology accessibility: https://t.co/i6bOUuUBvo",146,23
07-07-2022 00:15,Microsoft,Microsoft,@Xbox You'll always be my player 2. ❤️🎮❤️,424,16
07-07-2022 00:13,Microsoft,Microsoft,@MSFTGameDev Winner.,39,0
07-07-2022 00:13,Microsoft,Microsoft,@SavageShae Protect your OOO. 👏,7,2
07-07-2022 00:12,Microsoft,Microsoft,@utb_smith LOLL 🤣,18,0
07-07-2022 00:10,Microsoft,Microsoft,"@sqlcheesecake ""Shouty Tuesday"" 😂",31,0
07-07-2022 00:09,Microsoft,Microsoft,@RebeccaJLJ Give them a ring on Teams. ❤,20,1
07-07-2022 00:08,Microsoft,Microsoft,@wirebytes Bold or italicize. ✨,4,0
07-07-2022 00:07,Microsoft,Microsoft,@jerrynixon These are the rules. 😵,2,0
07-07-2022 00:07,Microsoft,Microsoft,@SweetyIsSavage Someone's got to do it. 😂,8,0
07-07-2022 00:06,Microsoft,Microsoft,@BenThePCGuy Counterpoint rejected. 😂,17,0
07-07-2022 00:04,Microsoft,Microsoft,"@tragicmedia What goes around, comes back around. 💫",1,0
07-07-2022 00:04,Microsoft,Microsoft,@GrabLabs Correct.,1,0
07-07-2022 00:03,Microsoft,Microsoft,@msexcel 👏👏 10/10,10,2
06-07-2022 23:00,Microsoft,Microsoft,"Smart cities are here. 

Not just a sci-fi concept, discover how these cities use various tech solutions to help reach tomorrow’s sustainability goals today: https://t.co/Y3OfmDlTZt",148,26
06-07-2022 21:55,Microsoft,Microsoft,"@Spotify The sweet, sweet 1998 Windows start up song.",185,6
06-07-2022 21:54,Microsoft,Microsoft,@NewYorker It's the WordArt Valentine's card for us. 😂,1,1
06-07-2022 21:45,Microsoft,Microsoft,Tip: don’t use ALL CAPS in your work emails.,2125,164
06-07-2022 20:33,Microsoft,Microsoft,@dombroadhurst Vacation mode activated. 😎,1,0
06-07-2022 20:32,Microsoft,Microsoft,@Natalie_McEvoy Dictation is 🔥,4,0
06-07-2022 20:31,Microsoft,Microsoft,"@andytruelove Those we're simpler times, Andy.",3,0
06-07-2022 20:30,Microsoft,Microsoft,@sjfostersound That's the truth.,1,0
06-07-2022 20:29,Microsoft,Microsoft,"@dorianmuthig In a dark and dusty place, we're guessing. 😂",1,0
06-07-2022 20:28,Microsoft,Microsoft,@Drewcifer09 😂,5,1
06-07-2022 18:00,Microsoft,Microsoft,1992 Excellence. https://t.co/iNMTcrgJ1u,1161,109
06-07-2022 16:31,Microsoft,Microsoft,"Theresa Nguyen from @MentalHealthAm knows firsthand how difficult accessing mental health resources can be. 

With AI, she created personalized, mental health support available via text: https://t.co/oPpcKPNan0",147,19
05-07-2022 22:45,Microsoft,Microsoft,"Online orders should take seconds, not hours. ⏰ 

Inside Bradshaw Taylor’s approach to saving customers time: https://t.co/giQ9AJcEGJ",195,22
05-07-2022 20:02,Microsoft,Microsoft,"RT @Xbox: At Xbox, we believe in fostering positivity and inclusivity for everyone in the gaming community. This month for Disability Pride…",0,329
05-07-2022 16:52,Microsoft,Microsoft,"Miles and Malik have unique approaches to research and communication. 

Discover how Windows 11 empowers their individual approach to science: https://t.co/wEcQRyiGS9",167,28
